geoid,households,puma,median_income,median_hlb,median_housing_month,median_childcare_month,vulnerable_rate,kids_share,median_gap,featured
06073002705,1523,07317,80326.0,91606.0,2170.0,0.0,0.5233,0.2823,11280.0,False
06073016806,1302,07307,97811.0,85958.0,2357.0,0.0,0.523,0.3034,-11853.0,False
06073009201,2320,07315,93400.0,85133.0,2750.0,0.0,0.5228,0.2164,-8267.0,False
06073018906,1894,07302,83282.0,94833.0,2140.0,0.0,0.5216,0.2946,11551.0,False
06073016610,1546,07313,97181.0,95961.0,2720.0,0.0,0.5213,0.3144,-1220.0,False
06073019701,2806,07323,87316.0,81316.0,2410.0,0.0,0.5203,0.1746,-6000.0,False
06073020025,1850,07325,88962.0,75757.0,2050.0,0.0,0.5195,0.2503,-13205.0,False
06073018400,1647,07301,73463.0,74272.0,2131.0,0.0,0.5185,0.1135,809.0,False
06073020806,2012,07307,90393.0,79557.0,2210.0,0.0,0.5169,0.1918,-10836.0,False
06073013318,2129,07329,156407.0,164070.0,5330.0,0.0,0.5157,0.3903,7663.0,False
06073013420,989,07329,89487.0,101392.0,2510.0,0.0,0.5157,0.2821,11905.0,False
06073010003,1539,07322,104947.0,91123.0,2640.0,0.0,0.5146,0.2248,-13824.0,False
06073013802,879,07328,97846.0,93380.0,2260.0,0.0,0.5142,0.3129,-4466.0,False
06073013317,5293,07329,136906.0,130794.0,3889.0,0.0,0.5135,0.3342,-6112.0,False
06073008358,1948,07312,103383.0,83708.0,2489.0,0.0,0.5128,0.2136,-19675.0,False
06073008379,1976,07312,75174.0,81867.0,2621.0,0.0,0.5106,0.1037,6693.0,False
06073012003,870,07330,88107.0,91082.0,2080.0,0.0,0.5103,0.2621,2975.0,False
06073016812,1244,07307,73321.0,75823.0,1841.0,0.0,0.5096,0.131,2502.0,False
06073020109,1303,07306,112398.0,99635.0,2433.0,0.0,0.5096,0.3193,-12763.0,False
06073013702,1685,07328,90686.0,95365.0,2260.0,0.0,0.5092,0.3068,4679.0,False
06073003105,1297,07327,106560.0,98238.0,2380.0,0.0,0.5089,0.249,-8322.0,False
06073018521,1584,07301,106529.0,95598.0,2896.0,0.0,0.5088,0.2652,-10931.0,False
06073016202,1330,07313,72618.0,69777.0,1867.0,0.0,0.5075,0.2368,-2841.0,False
06073016706,907,07307,94452.0,79082.0,2440.0,0.0,0.5072,0.2359,-15370.0,False
06073008701,1201,07315,78204.0,73832.0,2130.0,0.0,0.5071,0.2123,-4372.0,False
06073021600,944,07310,115664.0,97567.0,3340.0,0.0,0.5064,0.1801,-18097.0,False
06073021202,1132,07302,97127.0,89564.0,2555.0,0.0,0.5062,0.2226,-7563.0,False
06073009301,1840,07315,104947.0,86749.0,2750.0,0.0,0.5054,0.2065,-18198.0,False
06073010011,1060,07322,105892.0,105451.0,2640.0,0.0,0.5047,0.333,-441.0,False
06073018202,1170,07301,93322.0,73980.0,2100.0,0.0,0.5043,0.2513,-19342.0,False
06073017059,1559,07308,88300.0,90613.0,2800.0,0.0,0.5042,0.1257,2313.0,False
06073018601,1432,07301,116667.0,111284.0,3020.0,0.0,0.5035,0.3066,-5383.0,False
06073019405,1401,07323,86296.0,74408.0,2060.0,0.0,0.5025,0.2091,-11888.0,False
06073020031,2250,07324,111091.0,91915.0,2890.0,0.0,0.5022,0.2307,-19176.0,False
06073013416,1211,07329,128365.0,125608.0,3673.0,0.0,0.5012,0.2948,-2757.0,False
06073020107,1243,07306,115071.0,109401.0,3303.0,0.0,0.4996,0.3564,-5670.0,False
06073003213,1025,07327,119324.0,105705.0,2710.0,0.0,0.4995,0.282,-13619.0,False
06073013319,3228,07329,134063.0,119365.0,4080.0,0.0,0.4991,0.2413,-14698.0,False
06073017901,1913,07324,77086.0,78751.0,2374.0,0.0,0.4982,0.1004,1665.0,False
06073019702,1611,07323,103898.0,80983.0,2240.0,0.0,0.4972,0.2272,-22915.0,False
06073003114,870,07327,112206.0,100741.0,2380.0,0.0,0.4966,0.2885,-11465.0,False
06073005302,1412,07316,84930.0,76220.0,2950.0,0.0,0.4943,0.0524,-8710.0,False
06073003001,1186,07327,97554.0,97223.0,2380.0,0.0,0.4933,0.2664,-331.0,False
06073020023,1267,07325,96551.0,103787.0,2580.0,0.0,0.4933,0.2826,7236.0,False
06073008505,2055,07315,85541.0,79265.0,2260.0,0.0,0.492,0.1995,-6276.0,False
06073014902,1477,07314,74339.0,64463.0,2130.0,0.0,0.4915,0.128,-9876.0,False
06073004101,2235,07316,65067.0,50102.0,1730.0,0.0,0.4913,0.0984,-14965.0,False
06073019602,1691,07323,102848.0,92652.0,2721.0,0.0,0.4897,0.2927,-10196.0,False
06073013321,2143,07329,162440.0,158467.0,5500.0,0.0,0.4895,0.3602,-3973.0,False
06073020310,2637,07325,106915.0,113174.0,3200.0,0.0,0.4881,0.2844,6259.0,False
06073020312,1554,07325,114631.0,88041.0,2590.0,0.0,0.4878,0.2201,-26590.0,False
06073016000,911,07313,90662.0,83911.0,2340.0,0.0,0.4874,0.2382,-6751.0,False
06073005101,1789,07316,88155.0,75937.0,2950.0,0.0,0.4869,0.0755,-12218.0,False
06073014901,1853,07314,83464.0,72430.0,1990.0,0.0,0.4868,0.2747,-11034.0,False
06073020813,1481,07307,120899.0,110146.0,2780.0,0.0,0.4855,0.3525,-10753.0,False
06073008510,2661,07315,84907.0,74703.0,2130.0,0.0,0.4852,0.1345,-10204.0,False
06073003113,1196,07327,119513.0,97974.0,2379.0,0.0,0.4849,0.2968,-21539.0,False
06073012101,697,07330,83853.0,66894.0,1650.0,0.0,0.4849,0.1822,-16959.0,False
06073018517,1805,07301,90254.0,81559.0,2450.0,0.0,0.4837,0.1219,-8695.0,False
06073005102,3519,07316,83789.0,76191.0,2950.0,0.0,0.4825,0.0179,-7598.0,False
06073013315,1209,07329,151542.0,135504.0,4080.0,0.0,0.4822,0.2862,-16038.0,False
06073002702,2020,07317,74628.0,71065.0,1937.0,0.0,0.4812,0.1782,-3563.0,False
06073010017,1821,07322,113358.0,104348.0,2734.0,0.0,0.4811,0.3004,-9010.0,False
06073009102,2065,07315,75765.0,76247.0,2276.0,0.0,0.4804,0.0983,482.0,False
06073003401,2023,07317,82235.0,69305.0,1799.0,0.0,0.48,0.2061,-12930.0,False
06073017308,1188,07326,108476.0,74793.0,2790.0,0.0,0.4798,0.1229,-33683.0,False
06073003108,1001,07327,103505.0,97350.0,2260.0,0.0,0.4785,0.2657,-6155.0,False
06073014001,1522,07328,85615.0,71091.0,1840.0,0.0,0.4777,0.2516,-14524.0,False
06073008507,2463,07315,89207.0,78039.0,2260.0,0.0,0.4771,0.1989,-11168.0,False
06073005900,2102,07316,90314.0,75982.0,2950.0,0.0,0.4762,0.0347,-14332.0,False
06073009308,2185,07315,88593.0,91210.0,3130.0,0.0,0.4755,0.1025,2617.0,False
06073008352,974,07312,118590.0,116182.0,3360.0,0.0,0.4743,0.271,-2408.0,False
06073020106,1103,07306,119540.0,103645.0,2565.0,0.0,0.4742,0.2856,-15895.0,False
06073017014,1584,07308,77020.0,84184.0,2529.0,0.0,0.4722,0.0202,7164.0,False
06073016619,1826,07313,92996.0,77561.0,2160.0,0.0,0.4721,0.167,-15435.0,False
06073019810,2307,07324,121221.0,86839.0,2545.0,0.0,0.4707,0.2666,-34382.0,False
06073012304,1526,07330,97761.0,73360.0,1990.0,0.0,0.4699,0.2163,-24401.0,False
06073002301,1508,07317,78204.0,69913.0,1980.0,0.0,0.4695,0.1399,-8291.0,False
